ZEND_VM_DISPATCH_TO_HELPER.*zend_binary_assign_op_obj_helper maybe
ZEND_VM_DISPATCH_TO_HELPER.*zend_binary_assign_op_dim_helper maybe
ZEND_VM_DISPATCH_TO_HELPER.*zend_binary_assign_op_helper maybe
ZEND_VM_DISPATCH_TO_HELPER.*zend_pre_incdec_property_helper maybe
ZEND_VM_DISPATCH_TO_HELPER.*zend_post_incdec_property_helper always
ZEND_VM_DISPATCH_TO_HELPER.*zend_fetch_var_address_helper always
ZEND_VM_DISPATCH_TO_HELPER.*zend_leave_helper maybe
